id,jlpt_level,vocab_id,display_order,expression,reading,romaji,part_of_speech_id,semantic_category,meaning_id,example_sentence_jp,example_sentence_romaji,example_sentence_id,sentence_pattern,target_kanji_ids,target_kanji_chars,audio_path,source_basis,source_url,review_status,notes
vocab_ex_n5_0428,N5,vocab_n5_0428,428,出かける,でかける,dekakeru,kata_kerja,aksi_kegiatan,pergi keluar,私は出かけることができます。,Watashi wa dekakeru koto ga dekimasu.,Saya bisa pergi keluar.,verb_koto_ga_dekimasu,kanji_n5_012,出,/assets/audio/examples/vocab/n5/0428.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0429,N5,vocab_n5_0429,429,手紙,てがみ,tegami,kata_benda,rumah_benda,surat,手紙があります。,tegami ga arimasu.,Ada surat.,noun_arimasu,kanji_n5_093,手,/assets/audio/examples/vocab/n5/0429.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0430,N5,vocab_n5_0430,430,できる,できる,dekiru,kata_kerja,aksi_kegiatan,be able to (accomplish),私はできることができます。,Watashi wa dekiru koto ga dekimasu.,Saya bisa be able to (accomplish).,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0430.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0431,N5,vocab_n5_0431,431,出口,でぐち,deguchi,kata_benda,umum,pintu keluar,出口があります。,deguchi ga arimasu.,Ada pintu keluar.,noun_arimasu,kanji_n5_012|kanji_n5_090,出口,/assets/audio/examples/vocab/n5/0431.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0432,N5,vocab_n5_0432,432,テスト,テスト,tesuto,kata_benda,sekolah_media,test,テストがあります。,tesuto ga arimasu.,Ada test.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0432.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0433,N5,vocab_n5_0433,433,では,では,deha,konjungsi,fungsi_bahasa,"then, well, so",では、元気ですか。,"deha, genki desu ka.","then, well, so, apakah kamu sehat?",expression_greeting_context,kanji_n5_040,気,/assets/audio/examples/vocab/n5/0433.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0434,N5,vocab_n5_0434,434,デパート,デパート,depaato,kata_benda,tempat_bangunan,singkatan department store,デパートがあります。,depaato ga arimasu.,Ada singkatan department store.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0434.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0435,N5,vocab_n5_0435,435,でも,でも,demo,konjungsi,fungsi_bahasa,tapi,でも、元気ですか。,"demo, genki desu ka.","tapi, apakah kamu sehat?",expression_greeting_context,kanji_n5_040,気,/assets/audio/examples/vocab/n5/0435.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0436,N5,vocab_n5_0436,436,出る,でる,deru,kata_kerja,aksi_kegiatan,keluar/muncul,私は出ることができます。,Watashi wa deru koto ga dekimasu.,Saya bisa keluar/muncul.,verb_koto_ga_dekimasu,kanji_n5_012,出,/assets/audio/examples/vocab/n5/0436.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0437,N5,vocab_n5_0437,437,テレビ,テレビ,terebi,kata_benda,rumah_benda,televisi,テレビがあります。,terebi ga arimasu.,Ada televisi.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0437.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0438,N5,vocab_n5_0438,438,天気,てんき,tenki,kata_benda,alam_cuaca,cuaca,天気があります。,tenki ga arimasu.,Ada cuaca.,noun_arimasu,kanji_n5_071|kanji_n5_040,天気,/assets/audio/examples/vocab/n5/0438.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0439,N5,vocab_n5_0439,439,電気,でんき,denki,kata_benda,rumah_benda,listrik/lampu,電気があります。,denki ga arimasu.,Ada listrik/lampu.,noun_arimasu,kanji_n5_058|kanji_n5_040,電気,/assets/audio/examples/vocab/n5/0439.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0440,N5,vocab_n5_0440,440,電車,でんしゃ,densha,kata_benda,transportasi,kereta listrik,電車があります。,densha ga arimasu.,Ada kereta listrik.,noun_arimasu,kanji_n5_058|kanji_n5_065,電車,/assets/audio/examples/vocab/n5/0440.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0441,N5,vocab_n5_0441,441,電話,でんわ,denwa,kata_benda,rumah_benda,telepon,電話があります。,denwa ga arimasu.,Ada telepon.,noun_arimasu,kanji_n5_058|kanji_n5_044,電話,/assets/audio/examples/vocab/n5/0441.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0442,N5,vocab_n5_0442,442,戸,と,to,kata_benda,umum,door (Japanese style),戸があります。,to ga arimasu.,Ada door (Japanese style).,noun_arimasu,,,/assets/audio/examples/vocab/n5/0442.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0443,N5,vocab_n5_0443,443,～度,～ど,~do,penghitung,angka_counter,"penghitung untuk occurrences, ~ degree, ~ point",～度あります。,~do arimasu.,"Ada penghitung untuk occurrences, ~ degree, ~ point.",number_counter_arimasu,,,/assets/audio/examples/vocab/n5/0443.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0444,N5,vocab_n5_0444,444,ドア,ドア,doa,kata_benda,rumah_benda,pintu,ドアがあります。,doa ga arimasu.,Ada pintu.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0444.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0445,N5,vocab_n5_0445,445,トイレ,トイレ,toire,kata_benda,tempat_bangunan,toilet,トイレがあります。,toire ga arimasu.,Ada toilet.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0445.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0446,N5,vocab_n5_0446,446,どう,どう,dou,kata_tanya,fungsi_bahasa,"how, in what way",どうですか。,dou desu ka.,"Apakah/siapa/apa: how, in what way?",question_expression,,,/assets/audio/examples/vocab/n5/0446.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0447,N5,vocab_n5_0447,447,どうして,どうして,doushite,kata_tanya,fungsi_bahasa,"why, for what reason",どうしてですか。,doushite desu ka.,"Apakah/siapa/apa: why, for what reason?",question_expression,,,/assets/audio/examples/vocab/n5/0447.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0448,N5,vocab_n5_0448,448,どうぞ,どうぞ,douzo,ekspresi,salam_ekspresi,"please, kindly, by all means",どうぞ、元気ですか。,"douzo, genki desu ka.","please, kindly, by all means, apakah kamu sehat?",expression_greeting_context,kanji_n5_040,気,/assets/audio/examples/vocab/n5/0448.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0449,N5,vocab_n5_0449,449,動物,どうぶつ,doubutsu,kata_benda,umum,animal,動物があります。,doubutsu ga arimasu.,Ada animal.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0449.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0450,N5,vocab_n5_0450,450,どうも,どうも,doumo,ekspresi,salam_ekspresi,"Thank you, somehow, no matter how hard satu may try",どうも、元気ですか。,"doumo, genki desu ka.","Thank you, somehow, no matter how hard satu may try, apakah kamu sehat?",expression_greeting_context,kanji_n5_040,気,/assets/audio/examples/vocab/n5/0450.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0451,N5,vocab_n5_0451,451,十,(〜を) とお,〜wotoo,angka,angka_counter,sepuluh,十あります。,〜wotoo arimasu.,Ada sepuluh.,number_counter_arimasu,kanji_n5_007,十,/assets/audio/examples/vocab/n5/0451.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0452,N5,vocab_n5_0452,452,遠い,とおい,tooi,kata_sifat_i,sifat_umum,jauh,遠いです。,tooi desu.,jauh.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0452.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0453,N5,vocab_n5_0453,453,十日,とおか,tooka,kata_benda,waktu_tanggal,"sepuluh days, tenth hari of bulan",十日があります。,tooka ga arimasu.,"Ada sepuluh days, tenth hari of bulan.",noun_arimasu,kanji_n5_007|kanji_n5_001,十日,/assets/audio/examples/vocab/n5/0453.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0454,N5,vocab_n5_0454,454,～時,～とき,~toki,penghitung,angka_counter,at waktu of ~,～時あります。,~toki arimasu.,Ada at waktu of ~.,number_counter_arimasu,kanji_n5_014,時,/assets/audio/examples/vocab/n5/0454.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0455,N5,vocab_n5_0455,455,時々,ときどき,tokidoki,kata_benda,waktu_tanggal,kadang-kadang,時々があります。,tokidoki ga arimasu.,Ada kadang-kadang.,noun_arimasu,kanji_n5_014,時,/assets/audio/examples/vocab/n5/0455.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0456,N5,vocab_n5_0456,456,時計,とけい,tokei,kata_benda,rumah_benda,"watch, clock",時計があります。,tokei ga arimasu.,"Ada watch, clock.",noun_arimasu,kanji_n5_014,時,/assets/audio/examples/vocab/n5/0456.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0457,N5,vocab_n5_0457,457,どこ,どこ,doko,kata_tanya,fungsi_bahasa,"where, what place",どこですか。,doko desu ka.,"Apakah/siapa/apa: where, what place?",question_expression,,,/assets/audio/examples/vocab/n5/0457.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0458,N5,vocab_n5_0458,458,所,ところ,tokoro,kata_benda,umum,place,所があります。,tokoro ga arimasu.,Ada place.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0458.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0459,N5,vocab_n5_0459,459,年,とし,toshi,kata_benda,waktu_tanggal,"tahun, age",年があります。,toshi ga arimasu.,"Ada tahun, age.",noun_arimasu,kanji_n5_005,年,/assets/audio/examples/vocab/n5/0459.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0460,N5,vocab_n5_0460,460,図書館,としょかん,toshokan,kata_benda,umum,library,図書館があります。,toshokan ga arimasu.,Ada library.,noun_arimasu,kanji_n5_049,書,/assets/audio/examples/vocab/n5/0460.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0461,N5,vocab_n5_0461,461,どちら,どちら,dochira,kata_tanya,fungsi_bahasa,"which (satu) (way), where (polite)",どちらですか。,dochira desu ka.,"Apakah/siapa/apa: which (satu) (way), where (polite)?",question_expression,,,/assets/audio/examples/vocab/n5/0461.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0462,N5,vocab_n5_0462,462,どっち,どっち,docchi,kata_tanya,fungsi_bahasa,"which satu, which way",どっちですか。,docchi desu ka.,"Apakah/siapa/apa: which satu, which way?",question_expression,,,/assets/audio/examples/vocab/n5/0462.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0463,N5,vocab_n5_0463,463,とても,とても,totemo,kata_keterangan,fungsi_bahasa,"very (much), greatly, exceedingly",私はとても勉強します。,Watashi wa totemo benkyou shimasu.,"Saya belajar dengan/sekitar pola: very (much), greatly, exceedingly.",adverb_with_benkyou,,,/assets/audio/examples/vocab/n5/0463.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0464,N5,vocab_n5_0464,464,どなた,どなた,donata,kata_benda,umum,who,どなたがあります。,donata ga arimasu.,Ada who.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0464.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0465,N5,vocab_n5_0465,465,隣,となり,tonari,kata_benda,umum,"next to, next door to",隣があります。,tonari ga arimasu.,"Ada next to, next door to.",noun_arimasu,,,/assets/audio/examples/vocab/n5/0465.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0466,N5,vocab_n5_0466,466,どの,どの,dono,kata_tanya,fungsi_bahasa,which,どのですか。,dono desu ka.,Apakah/siapa/apa: which?,question_expression,,,/assets/audio/examples/vocab/n5/0466.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0467,N5,vocab_n5_0467,467,飛ぶ,とぶ,tobu,kata_kerja,aksi_kegiatan,"fly, hop",私は飛ぶことができます。,Watashi wa tobu koto ga dekimasu.,"Saya bisa fly, hop.",verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0467.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0468,N5,vocab_n5_0468,468,止まる,とまる,tomaru,kata_kerja,aksi_kegiatan,datang halt,私は止まることができます。,Watashi wa tomaru koto ga dekimasu.,Saya bisa datang halt.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0468.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0469,N5,vocab_n5_0469,469,友達,ともだち,tomodachi,kata_benda,keluarga_orang,friend,友達がいます。,tomodachi ga imasu.,Ada friend.,noun_imasu,kanji_n5_076,友,/assets/audio/examples/vocab/n5/0469.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0470,N5,vocab_n5_0470,470,土曜日,どようび,doyoubi,kata_benda,waktu_tanggal,Saturday,土曜日があります。,doyoubi ga arimasu.,Ada Saturday.,noun_arimasu,kanji_n5_061|kanji_n5_001,土日,/assets/audio/examples/vocab/n5/0470.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
