id,jlpt_level,set_type,display_order,sentence_jp,sentence_kana,sentence_romaji,meaning_id,meaning_en,difficulty_level,sentence_type,target_vocab_ids,target_vocab_terms,target_grammar_ids,target_grammar_points,target_kanji_ids,target_kanji_chars,tags,recommended_for_flashcard,recommended_for_quiz,audio_path,illustration_path,source_basis,source_url,review_status,notes
ex_n5_0114,N5,curated_original_n5,114,私は学生です。,,Watashi wa gakusei desu.,Saya adalah pelajar.,,1,basic_sentence,vocab_n5_0714|vocab_n5_0156,私|学生,grm_n5_002,だ / です,kanji_n5_031|kanji_n5_021,学生,"curated,basic_sentence,n5",true,true,/assets/audio/examples/n5/0114.mp3,/assets/illustrations/examples/n5/0114.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0115,N5,curated_original_n5,115,田中さんは先生です。,,Tanaka-san wa sensei desu.,Tanaka adalah guru.,,1,basic_sentence,vocab_n5_0355,先生,grm_n5_002,だ / です,kanji_n5_010|kanji_n5_050|kanji_n5_021,中先生,"curated,basic_sentence,n5",true,true,/assets/audio/examples/n5/0115.mp3,/assets/illustrations/examples/n5/0115.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0116,N5,curated_original_n5,116,これは私の本です。,,Kore wa watashi no hon desu.,Ini buku saya.,,1,demonstrative,vocab_n5_0268|vocab_n5_0714|vocab_n5_0610,これ|私|本,grm_n5_110|grm_n5_052,これ・それ・あれ|の,kanji_n5_009,本,"curated,demonstrative,n5",true,true,/assets/audio/examples/n5/0116.mp3,/assets/illustrations/examples/n5/0116.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0117,N5,curated_original_n5,117,それは日本語の本です。,,Sore wa nihongo no hon desu.,Itu buku bahasa Jepang.,,1,demonstrative,vocab_n5_0368|vocab_n5_0610,それ|日本語|本,grm_n5_063|grm_n5_052,それ|の,kanji_n5_001|kanji_n5_009|kanji_n5_060,日本語,"curated,demonstrative,n5",true,true,/assets/audio/examples/n5/0117.mp3,/assets/illustrations/examples/n5/0117.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0118,N5,curated_original_n5,118,あれは学校です。,,Are wa gakkou desu.,Yang di sana itu sekolah.,,1,demonstrative,vocab_n5_0043|vocab_n5_0168,あれ|学校,grm_n5_110|grm_n5_002,あれ|だ / です,kanji_n5_031|kanji_n5_059,学校,"curated,demonstrative,n5",true,true,/assets/audio/examples/n5/0118.mp3,/assets/illustrations/examples/n5/0118.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0119,N5,curated_original_n5,119,この人は山田さんです。,,Kono hito wa Yamada-san desu.,Orang ini adalah Yamada.,,1,demonstrative,vocab_n5_0264|vocab_n5_0564,この|人,grm_n5_109,この・その・あの,kanji_n5_004|kanji_n5_043,人山,"curated,demonstrative,n5",true,true,/assets/audio/examples/n5/0119.mp3,/assets/illustrations/examples/n5/0119.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0120,N5,curated_original_n5,120,そのかばんは高いです。,,Sono kaban wa takai desu.,Tas itu mahal.,,1,adjective,vocab_n5_0365|vocab_n5_0172|vocab_n5_0379,その|かばん|高い,grm_n5_109,この・その・あの,kanji_n5_032,高,"curated,adjective,n5",true,true,/assets/audio/examples/n5/0120.mp3,/assets/illustrations/examples/n5/0120.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0121,N5,curated_original_n5,121,あの店は有名です。,,Ano mise wa yuumei desu.,Toko itu terkenal.,,1,adjective,vocab_n5_0032|vocab_n5_0639|vocab_n5_0680,あの|店|有名,grm_n5_109,この・その・あの,kanji_n5_099|kanji_n5_051,店名,"curated,adjective,n5",true,true,/assets/audio/examples/n5/0121.mp3,/assets/illustrations/examples/n5/0121.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0122,N5,curated_original_n5,122,ここは図書館です。,,Koko wa toshokan desu.,Di sini perpustakaan.,,1,place,vocab_n5_0252|vocab_n5_0460,ここ|図書館,grm_n5_111,ここ・そこ・あそこ,kanji_n5_049,書,"curated,place,n5",true,true,/assets/audio/examples/n5/0122.mp3,/assets/illustrations/examples/n5/0122.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0123,N5,curated_original_n5,123,そこは駅です。,,Soko wa eki desu.,Di situ stasiun.,,1,place,vocab_n5_0361|vocab_n5_0092,そこ|駅,grm_n5_111,ここ・そこ・あそこ,kanji_n5_083,駅,"curated,place,n5",true,true,/assets/audio/examples/n5/0123.mp3,/assets/illustrations/examples/n5/0123.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0124,N5,curated_original_n5,124,あそこに銀行があります。,,Asoko ni ginkou ga arimasu.,Di sana ada bank.,,1,place,vocab_n5_0017|vocab_n5_0214,あそこ|銀行,grm_n5_012,あります,kanji_n5_015,行,"curated,place,n5",true,true,/assets/audio/examples/n5/0124.mp3,/assets/illustrations/examples/n5/0124.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0125,N5,curated_original_n5,125,どこに行きますか。,,Doko ni ikimasu ka.,Pergi ke mana?,,1,question,vocab_n5_0457|vocab_n5_0049,どこ|行く,grm_n5_021|grm_n5_018,か|に,kanji_n5_015,行,"curated,question,n5",true,true,/assets/audio/examples/n5/0125.mp3,/assets/illustrations/examples/n5/0125.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0126,N5,curated_original_n5,126,誰が来ますか。,,Dare ga kimasu ka.,Siapa yang datang?,,1,question,vocab_n5_0395|vocab_n5_0230,誰|来る,grm_n5_021|grm_n5_011,か|が,kanji_n5_039,来,"curated,question,n5",true,true,/assets/audio/examples/n5/0126.mp3,/assets/illustrations/examples/n5/0126.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0127,N5,curated_original_n5,127,これは何ですか。,,Kore wa nan desu ka.,Ini apa?,,1,question,vocab_n5_0268|vocab_n5_0488,これ|何,grm_n5_021|grm_n5_002,か|だ / です,kanji_n5_066,何,"curated,question,n5",true,true,/assets/audio/examples/n5/0127.mp3,/assets/illustrations/examples/n5/0127.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0128,N5,curated_original_n5,128,今日は何曜日ですか。,,Kyou wa nan-youbi desu ka.,Hari ini hari apa?,,1,date_time,vocab_n5_0204,今日|何曜日,grm_n5_021,か,kanji_n5_027|kanji_n5_001|kanji_n5_066,今日何,"curated,date_time,n5",true,true,/assets/audio/examples/n5/0128.mp3,/assets/illustrations/examples/n5/0128.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0129,N5,curated_original_n5,129,今、何時ですか。,,"Ima, nanji desu ka.",Sekarang jam berapa?,,1,date_time,vocab_n5_0066,今|何時,grm_n5_021,か,kanji_n5_027|kanji_n5_066|kanji_n5_014,今何時,"curated,date_time,n5",true,true,/assets/audio/examples/n5/0129.mp3,/assets/illustrations/examples/n5/0129.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0130,N5,curated_original_n5,130,私は日本人ではありません。,,Watashi wa nihonjin dewa arimasen.,Saya bukan orang Jepang.,,1,negative,vocab_n5_0714,私|日本人,grm_n5_105,ではありません,kanji_n5_001|kanji_n5_009|kanji_n5_004,日本人,"curated,negative,n5",true,true,/assets/audio/examples/n5/0130.mp3,/assets/illustrations/examples/n5/0130.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0131,N5,curated_original_n5,131,これは水ではありません。,,Kore wa mizu dewa arimasen.,Ini bukan air.,,1,negative,vocab_n5_0268|vocab_n5_0638,これ|水,grm_n5_105,ではありません,kanji_n5_054,水,"curated,negative,n5",true,true,/assets/audio/examples/n5/0131.mp3,/assets/illustrations/examples/n5/0131.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0132,N5,curated_original_n5,132,田中さんも学生です。,,Tanaka-san mo gakusei desu.,Tanaka juga pelajar.,,1,particle,vocab_n5_0156,学生,grm_n5_006,も,kanji_n5_010|kanji_n5_031|kanji_n5_021,中学生,"curated,particle,n5",true,true,/assets/audio/examples/n5/0132.mp3,/assets/illustrations/examples/n5/0132.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0133,N5,curated_original_n5,133,私も行きます。,,Watashi mo ikimasu.,Saya juga pergi.,,1,particle,vocab_n5_0714|vocab_n5_0049,私|行く,grm_n5_006,も,kanji_n5_015,行,"curated,particle,n5",true,true,/assets/audio/examples/n5/0133.mp3,/assets/illustrations/examples/n5/0133.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0134,N5,curated_original_n5,134,机の上に本があります。,,Tsukue no ue ni hon ga arimasu.,Ada buku di atas meja.,,1,existence,vocab_n5_0417|vocab_n5_0076|vocab_n5_0610,机|上|本,grm_n5_012|grm_n5_018|grm_n5_052,あります|に|の,kanji_n5_024|kanji_n5_009,上本,"curated,existence,n5",true,true,/assets/audio/examples/n5/0134.mp3,/assets/illustrations/examples/n5/0134.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0135,N5,curated_original_n5,135,部屋に猫がいます。,,Heya ni neko ga imasu.,Ada kucing di kamar.,,1,existence,vocab_n5_0596|vocab_n5_0509,部屋|猫,grm_n5_014|grm_n5_018,います|に,,,"curated,existence,n5",true,true,/assets/audio/examples/n5/0135.mp3,/assets/illustrations/examples/n5/0135.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0136,N5,curated_original_n5,136,公園に子どもがいます。,,Kouen ni kodomo ga imasu.,Ada anak-anak di taman.,,1,existence,vocab_n5_0245,公園|子ども,grm_n5_014,います,kanji_n5_034,子,"curated,existence,n5",true,true,/assets/audio/examples/n5/0136.mp3,/assets/illustrations/examples/n5/0136.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0137,N5,curated_original_n5,137,冷蔵庫に牛乳があります。,,Reizouko ni gyuunyuu ga arimasu.,Ada susu di kulkas.,,1,existence,vocab_n5_0704|vocab_n5_0203,冷蔵庫|牛乳,grm_n5_012,あります,,,"curated,existence,n5",true,true,/assets/audio/examples/n5/0137.mp3,/assets/illustrations/examples/n5/0137.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0138,N5,curated_original_n5,138,駅の前にバスがあります。,,Eki no mae ni basu ga arimasu.,Ada bus di depan stasiun.,,1,place,vocab_n5_0092|vocab_n5_0621|vocab_n5_0532,駅|前|バス,grm_n5_012|grm_n5_052,あります|の,kanji_n5_083|kanji_n5_020,駅前,"curated,place,n5",true,true,/assets/audio/examples/n5/0138.mp3,/assets/illustrations/examples/n5/0138.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0139,N5,curated_original_n5,139,学校の右にコンビニがあります。,,Gakkou no migi ni konbini ga arimasu.,Ada minimarket di kanan sekolah.,,1,place,vocab_n5_0168|vocab_n5_0636,学校|右,grm_n5_012|grm_n5_052,あります|の,kanji_n5_031|kanji_n5_059|kanji_n5_074,学校右,"curated,place,n5",true,true,/assets/audio/examples/n5/0139.mp3,/assets/illustrations/examples/n5/0139.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0140,N5,curated_original_n5,140,家の近くにスーパーがあります。,,Ie no chikaku ni suupaa ga arimasu.,Ada supermarket dekat rumah.,,1,place,vocab_n5_0047|vocab_n5_0403,家|近く,grm_n5_012|grm_n5_052,あります|の,,,"curated,place,n5",true,true,/assets/audio/examples/n5/0140.mp3,/assets/illustrations/examples/n5/0140.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0141,N5,curated_original_n5,141,私は家にいます。,,Watashi wa ie ni imasu.,Saya ada di rumah.,,1,existence,vocab_n5_0714|vocab_n5_0047,私|家,grm_n5_014|grm_n5_018,います|に,,,"curated,existence,n5",true,true,/assets/audio/examples/n5/0141.mp3,/assets/illustrations/examples/n5/0141.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0142,N5,curated_original_n5,142,先生は教室にいます。,,Sensei wa kyoushitsu ni imasu.,Guru ada di kelas.,,1,existence,vocab_n5_0355|vocab_n5_0205,先生|教室,grm_n5_014,います,kanji_n5_050|kanji_n5_021,先生,"curated,existence,n5",true,true,/assets/audio/examples/n5/0142.mp3,/assets/illustrations/examples/n5/0142.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0143,N5,curated_original_n5,143,犬は庭にいます。,,Inu wa niwa ni imasu.,Anjing ada di halaman.,,1,existence,vocab_n5_0065|vocab_n5_0504,犬|庭,grm_n5_014,います,,,"curated,existence,n5",true,true,/assets/audio/examples/n5/0143.mp3,/assets/illustrations/examples/n5/0143.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0144,N5,curated_original_n5,144,毎朝、六時に起きます。,,"Maiasa, roku-ji ni okimasu.",Setiap pagi saya bangun jam enam.,,1,daily_life,vocab_n5_0615|vocab_n5_0105,毎朝|六時|起きる,grm_n5_012|grm_n5_018,ます|に,kanji_n5_069|kanji_n5_037|kanji_n5_014,毎六時,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0144.mp3,/assets/illustrations/examples/n5/0144.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0145,N5,curated_original_n5,145,朝ご飯を食べます。,,Asa-gohan o tabemasu.,Saya makan sarapan.,,1,daily_life,vocab_n5_0393,朝ご飯|食べる,grm_n5_012|grm_n5_060,ます|を,kanji_n5_064,食,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0145.mp3,/assets/illustrations/examples/n5/0145.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0146,N5,curated_original_n5,146,水を飲みます。,,Mizu o nomimasu.,Saya minum air.,,1,daily_life,vocab_n5_0638|vocab_n5_0515,水|飲む,grm_n5_012|grm_n5_060,ます|を,kanji_n5_054|kanji_n5_082,水飲,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0146.mp3,/assets/illustrations/examples/n5/0146.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0147,N5,curated_original_n5,147,学校へ行きます。,,Gakkou e ikimasu.,Saya pergi ke sekolah.,,1,movement,vocab_n5_0168|vocab_n5_0049,学校|行く,grm_n5_051|grm_n5_012,へ|ます,kanji_n5_031|kanji_n5_059|kanji_n5_015,学校行,"curated,movement,n5",true,true,/assets/audio/examples/n5/0147.mp3,/assets/illustrations/examples/n5/0147.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0148,N5,curated_original_n5,148,八時に家を出ます。,,Hachi-ji ni ie o demasu.,Saya keluar rumah jam delapan.,,1,daily_life,vocab_n5_0047|vocab_n5_0436,八時|家|出る,grm_n5_018|grm_n5_060,に|を,kanji_n5_036|kanji_n5_014|kanji_n5_012,八時出,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0148.mp3,/assets/illustrations/examples/n5/0148.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0149,N5,curated_original_n5,149,電車で会社へ行きます。,,Densha de kaisha e ikimasu.,Saya pergi ke kantor dengan kereta.,,1,transport,vocab_n5_0440|vocab_n5_0146|vocab_n5_0049,電車|会社|行く,grm_n5_002|grm_n5_051,で|へ,kanji_n5_058|kanji_n5_065|kanji_n5_085|kanji_n5_092|kanji_n5_015,電車会社行,"curated,transport,n5",true,true,/assets/audio/examples/n5/0149.mp3,/assets/illustrations/examples/n5/0149.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0150,N5,curated_original_n5,150,図書館で勉強します。,,Toshokan de benkyou shimasu.,Saya belajar di perpustakaan.,,1,daily_life,vocab_n5_0460,図書館|勉強する,grm_n5_002,で,kanji_n5_049,書,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0150.mp3,/assets/illustrations/examples/n5/0150.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0151,N5,curated_original_n5,151,友達と昼ご飯を食べます。,,Tomodachi to hiru-gohan o tabemasu.,Saya makan siang dengan teman.,,1,daily_life,vocab_n5_0469|vocab_n5_0393,友達|昼ご飯|食べる,grm_n5_040|grm_n5_060,と|を,kanji_n5_076|kanji_n5_064,友食,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0151.mp3,/assets/illustrations/examples/n5/0151.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0152,N5,curated_original_n5,152,午後、コーヒーを飲みます。,,"Gogo, koohii o nomimasu.",Sore/siang nanti saya minum kopi.,,1,daily_life,vocab_n5_0253|vocab_n5_0251|vocab_n5_0515,午後|コーヒー|飲む,grm_n5_060,を,kanji_n5_047|kanji_n5_019|kanji_n5_082,午後飲,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0152.mp3,/assets/illustrations/examples/n5/0152.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0153,N5,curated_original_n5,153,夜、テレビを見ます。,,"Yoru, terebi o mimasu.",Malam saya menonton TV.,,1,daily_life,vocab_n5_0691|vocab_n5_0437|vocab_n5_0648,夜|テレビ|見る,grm_n5_060,を,kanji_n5_016,見,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0153.mp3,/assets/illustrations/examples/n5/0153.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0154,N5,curated_original_n5,154,毎日、日本語を勉強します。,,"Mainichi, nihongo o benkyou shimasu.",Saya belajar bahasa Jepang setiap hari.,,1,daily_life,vocab_n5_0618,毎日|日本語|勉強する,grm_n5_060,を,kanji_n5_069|kanji_n5_001|kanji_n5_009|kanji_n5_060,毎日本語,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0154.mp3,/assets/illustrations/examples/n5/0154.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0155,N5,curated_original_n5,155,私は本を読みます。,,Watashi wa hon o yomimasu.,Saya membaca buku.,,1,daily_life,vocab_n5_0714|vocab_n5_0610|vocab_n5_0690,私|本|読む,grm_n5_060,を,kanji_n5_009|kanji_n5_075,本読,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0155.mp3,/assets/illustrations/examples/n5/0155.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0156,N5,curated_original_n5,156,手紙を書きます。,,Tegami o kakimasu.,Saya menulis surat.,,1,daily_life,vocab_n5_0429|vocab_n5_0155,手紙|書く,grm_n5_060,を,kanji_n5_093|kanji_n5_049,手書,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0156.mp3,/assets/illustrations/examples/n5/0156.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0157,N5,curated_original_n5,157,音楽を聞きます。,,Ongaku o kikimasu.,Saya mendengarkan musik.,,1,daily_life,vocab_n5_0139|vocab_n5_0193,音楽|聞く,grm_n5_060,を,kanji_n5_063,聞,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0157.mp3,/assets/illustrations/examples/n5/0157.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0158,N5,curated_original_n5,158,写真を撮ります。,,Shashin o torimasu.,Saya mengambil foto.,,1,daily_life,vocab_n5_0311|vocab_n5_0474,写真|撮る,grm_n5_060,を,,,"curated,daily_life,n5",true,true,/assets/audio/examples/n5/0158.mp3,/assets/illustrations/examples/n5/0158.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0159,N5,curated_original_n5,159,日本語で話します。,,Nihongo de hanashimasu.,Saya berbicara dalam bahasa Jepang.,,1,language,vocab_n5_0541,日本語|話す,grm_n5_002,で,kanji_n5_001|kanji_n5_009|kanji_n5_060|kanji_n5_044,日本語話,"curated,language,n5",true,true,/assets/audio/examples/n5/0159.mp3,/assets/illustrations/examples/n5/0159.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0160,N5,curated_original_n5,160,名前を書いてください。,,Namae o kaite kudasai.,Tolong tulis nama.,,1,request,vocab_n5_0490|vocab_n5_0155,名前|書く,grm_n5_072,てください,kanji_n5_051|kanji_n5_020|kanji_n5_049,名前書,"curated,request,n5",true,true,/assets/audio/examples/n5/0160.mp3,/assets/illustrations/examples/n5/0160.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0161,N5,curated_original_n5,161,ここで待ってください。,,Koko de matte kudasai.,Tolong tunggu di sini.,,1,request,vocab_n5_0252|vocab_n5_0628,ここ|待つ,grm_n5_072,てください,,,"curated,request,n5",true,true,/assets/audio/examples/n5/0161.mp3,/assets/illustrations/examples/n5/0161.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0162,N5,curated_original_n5,162,水を飲んでもいいですか。,,Mizu o nonde mo ii desu ka.,Boleh saya minum air?,,1,permission,vocab_n5_0638|vocab_n5_0515,水|飲む,grm_n5_074|grm_n5_021,てもいいです|か,kanji_n5_054|kanji_n5_082,水飲,"curated,permission,n5",true,true,/assets/audio/examples/n5/0162.mp3,/assets/illustrations/examples/n5/0162.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0163,N5,curated_original_n5,163,ここで写真を撮ってはいけません。,,Koko de shashin o totte wa ikemasen.,Tidak boleh mengambil foto di sini.,,1,prohibition,vocab_n5_0252|vocab_n5_0311|vocab_n5_0474,ここ|写真|撮る,,てはいけません,,,"curated,prohibition,n5",true,true,/assets/audio/examples/n5/0163.mp3,/assets/illustrations/examples/n5/0163.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0164,N5,curated_original_n5,164,パンと卵を買います。,,Pan to tamago o kaimasu.,Saya membeli roti dan telur.,,1,shopping,vocab_n5_0552|vocab_n5_0394|vocab_n5_0149,パン|卵|買う,grm_n5_040|grm_n5_060,と|を,kanji_n5_101,買,"curated,shopping,n5",true,true,/assets/audio/examples/n5/0164.mp3,/assets/illustrations/examples/n5/0164.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0165,N5,curated_original_n5,165,りんごを三つください。,,Ringo o mittsu kudasai.,Tolong beri saya tiga apel.,,1,shopping,vocab_n5_0643,りんご|三つ,grm_n5_039,ください,kanji_n5_013,三,"curated,shopping,n5",true,true,/assets/audio/examples/n5/0165.mp3,/assets/illustrations/examples/n5/0165.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0166,N5,curated_original_n5,166,水を一杯ください。,,Mizu o ippai kudasai.,Tolong beri saya segelas air.,,1,counter,vocab_n5_0638,水|一杯,grm_n5_039,ください,kanji_n5_054|kanji_n5_002,水一,"curated,counter,n5",true,true,/assets/audio/examples/n5/0166.mp3,/assets/illustrations/examples/n5/0166.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0167,N5,curated_original_n5,167,ペンを一本ください。,,Pen o ippon kudasai.,Tolong beri saya satu pena.,,1,counter,vocab_n5_0598,ペン|一本,grm_n5_039,ください,kanji_n5_002|kanji_n5_009,一本,"curated,counter,n5",true,true,/assets/audio/examples/n5/0167.mp3,/assets/illustrations/examples/n5/0167.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0168,N5,curated_original_n5,168,この本はいくらですか。,,Kono hon wa ikura desu ka.,Buku ini harganya berapa?,,1,shopping,vocab_n5_0264|vocab_n5_0610|vocab_n5_0051,この|本|いくら,grm_n5_021,か,kanji_n5_009,本,"curated,shopping,n5",true,true,/assets/audio/examples/n5/0168.mp3,/assets/illustrations/examples/n5/0168.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0169,N5,curated_original_n5,169,これは百円です。,,Kore wa hyaku-en desu.,Ini seratus yen.,,1,money,vocab_n5_0268,これ|百円,grm_n5_002,だ / です,kanji_n5_048|kanji_n5_033,百円,"curated,money,n5",true,true,/assets/audio/examples/n5/0169.mp3,/assets/illustrations/examples/n5/0169.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0170,N5,curated_original_n5,170,安いかばんを買いました。,,Yasui kaban o kaimashita.,Saya membeli tas yang murah.,,2,shopping,vocab_n5_0670|vocab_n5_0172|vocab_n5_0149,安い|かばん|買う,grm_n5_092,ました,kanji_n5_081|kanji_n5_101,安買,"curated,shopping,n5",true,true,/assets/audio/examples/n5/0170.mp3,/assets/illustrations/examples/n5/0170.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0171,N5,curated_original_n5,171,高い時計は買いません。,,Takai tokei wa kaimasen.,Saya tidak membeli jam yang mahal.,,2,shopping,vocab_n5_0379|vocab_n5_0456|vocab_n5_0149,高い|時計|買う,grm_n5_028,ません,kanji_n5_032|kanji_n5_014|kanji_n5_101,高時買,"curated,shopping,n5",true,true,/assets/audio/examples/n5/0171.mp3,/assets/illustrations/examples/n5/0171.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0172,N5,curated_original_n5,172,レストランで晩ご飯を食べました。,,Resutoran de ban-gohan o tabemashita.,Saya makan malam di restoran.,,2,food,vocab_n5_0706|vocab_n5_0393,レストラン|晩ご飯|食べる,grm_n5_092|grm_n5_002,ました|で,kanji_n5_064,食,"curated,food,n5",true,true,/assets/audio/examples/n5/0172.mp3,/assets/illustrations/examples/n5/0172.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0173,N5,curated_original_n5,173,魚は食べますが、肉は食べません。,,"Sakana wa tabemasu ga, niku wa tabemasen.","Saya makan ikan, tetapi tidak makan daging.",,2,contrast,vocab_n5_0277|vocab_n5_0393|vocab_n5_0498,魚|食べる|肉,grm_n5_011|grm_n5_028,が|ません,kanji_n5_086|kanji_n5_064,魚食,"curated,contrast,n5",true,true,/assets/audio/examples/n5/0173.mp3,/assets/illustrations/examples/n5/0173.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0174,N5,curated_original_n5,174,お茶とコーヒー、どちらが好きですか。,,"Ocha to koohii, dochira ga suki desu ka.",Lebih suka teh atau kopi?,,2,question,vocab_n5_0115|vocab_n5_0251|vocab_n5_0331|vocab_n5_0461,お茶|コーヒー|好き|どちら,grm_n5_040|grm_n5_011|grm_n5_021,と|が|か,,,"curated,question,n5",true,true,/assets/audio/examples/n5/0174.mp3,/assets/illustrations/examples/n5/0174.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
ex_n5_0175,N5,curated_original_n5,175,私はカレーが好きです。,,Watashi wa karee ga suki desu.,Saya suka kari.,,2,preference,vocab_n5_0714|vocab_n5_0183|vocab_n5_0331,私|カレー|好き,grm_n5_011,が,,,"curated,preference,n5",true,true,/assets/audio/examples/n5/0175.mp3,/assets/illustrations/examples/n5/0175.svg,original_curated_app_seed,,curated_original,Original short N5 sentence written for app seed data.
