id,jlpt_level,display_order,expression,primary_expression,reading,romaji,script_type,part_of_speech_id,part_of_speech,semantic_category,meaning_id,meaning_en,tags_original,is_common,is_official_jlpt_list,source_basis,source_url,audio_path,example_sentence_jp,example_sentence_id,notes,example_sentence_romaji,example_sentence_review_status,example_sentence_source
vocab_n5_0402,N5,402,違う,違う,ちがう,chigau,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,berbeda,to be different; to differ; wrong,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chigau.mp3,私は違うことができます。,Saya bisa berbeda.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa chigau koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0403,N5,403,近く,近く,ちかく,chikaku,kanji_kana,kata_benda,kata benda,arah_lokasi,"dekat, sekitarnya",nearby; in the neighborhood,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chikaku.mp3,窄窄ありません,Ada stasiun di dekat sini.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Chikaku ni eki ga arimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0404,N5,404,地下鉄,地下鉄,ちかてつ,chikatetsu,kanji_kana,kata_benda,kata benda,tempat_bangunan,kereta bawah tanah,"underground train, subway",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chikatetsu.mp3,ちかてつに行きます。,Saya pergi ke ちかてつ.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ちかてつ ni ikimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0405,N5,405,地図,地図,ちず,chizu,kanji_kana,kata_benda,kata benda,rumah_benda,peta,a map,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chizu.mp3,ちずは高いです。,ちず ini mahal.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ちず wa takai desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0406,N5,406,父,父,ちち,chichi,kanji_kana,kata_benda,kata benda,keluarga_orang,ayah (sendiri),(my) father,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chichi.mp3,父がいます。,Ada (my) ayah.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,chichi ga imasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0407,N5,407,茶色,茶色,ちゃいろ,chairo,kanji_kana,kata_benda,kata benda,warna_bentuk,cokelat,brown,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chairo.mp3,ちゃいろが好きです。,Saya suka warna ちゃいろ.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ちゃいろ ga suki desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0408,N5,408,茶碗,茶碗,ちゃわん,chawan,kanji_kana,kata_benda,kata benda,makanan_minuman,mangkuk nasi,rice bowl,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chawan.mp3,ちゃわんを食べます。,Saya makan ちゃわん.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ちゃわん o tabemasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0409,N5,409,～中,～中,～ちゅう,~chuu,kanji_kana,prefiks_sufiks,prefiks/sufiks,fungsi_bahasa,"selama, sedang","during, while ~ing",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chuu.mp3,「～中」を使います。,"Menggunakan unsur 'during, while ~ing'.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,~chuu o tsukaimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0410,N5,410,丁度,丁度,ちょうど,choudo,kanji_kana,kata_benda,kata benda,umum,"tepat, pas","just, right, exactly",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/choudo.mp3,ちょうどを使います。,Saya menggunakan ちょうど.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ちょうど o tsukaimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0411,N5,411,ちょっと,ちょっと,ちょっと,chotto,hiragana,kata_keterangan,kata keterangan,fungsi_bahasa,"sedikit, sebentar","a little, somewhat; just a little, somewhat",Genki Genki_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/chotto.mp3,私はちょっと勉強します。,"Saya belajar dengan/sekitar pola: sedikit, somewhat, just sedikit, somewhat.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa chotto benkyou shimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0412,N5,412,一日,一日,ついたち,tsuitachi,kanji_kana,kata_benda,kata benda,waktu_tanggal,satu hari,one day; first day of the month,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsuitachi.mp3,ついたち、学校に行きます。,Pagi-pagi saya ke sekolah.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"ついたち, gakkou ni ikimasu.",auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0413,N5,413,使う,使う,つかう,tsukau,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,menggunakan,to use,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsukau.mp3,私は使うことができます。,Saya bisa menggunakan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa tsukau koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0414,N5,414,疲れる,疲れる,つかれる,tsukareru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,lelah,to get (become) tired; to become fatigued,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsukareru.mp3,私は疲れることができます。,Saya bisa lelah.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa tsukareru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0415,N5,415,次,次,つぎ,tsugi,kanji_kana,kata_benda,kata benda,umum,berikutnya,next,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsugi.mp3,つぎが欲しいです。,Saya ingin つぎ.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,つぎ ga hoshii desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0416,N5,416,着く,着く,つく,tsuku,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,tiba,"to arrive at, to reach",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsuku.mp3,私は着くことができます。,Saya bisa tiba.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa tsuku koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0417,N5,417,机,机,つくえ,tsukue,kanji_kana,kata_benda,kata benda,rumah_benda,meja,desk,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsukue.mp3,つくえは新しいです。,つくえ ini baru.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,つくえ wa atarashii desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0418,N5,418,作る,作る,つくる,tsukuru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,membuat,"to make, to create",Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsukuru.mp3,私は作ることができます。,Saya bisa membuat.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa tsukuru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0419,N5,419,つける,つける,つける,tsukeru,hiragana,kata_kerja,kata kerja,aksi_kegiatan,"menyalakan, menempelkan","to turn on (e.g., a light); to take",JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsukeru.mp3,私はつけることができます。,"Saya bisa turn on (e.g., light), take.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa tsukeru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0420,N5,420,勤める,勤める,つとめる,tsutomeru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,bekerja,to work (for),JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsutomeru.mp3,私は勤めることができます。,Saya bisa bekerja.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa tsutomeru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0421,N5,421,つまらない,つまらない,つまらない,tsumaranai,hiragana,kata_sifat_i,kata sifat-i,sifat_umum,"membosankan, tidak penting","boring, dull; insignificant",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsumaranai.mp3,つまらないです。,"boring, dull, insignificant.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,tsumaranai desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0422,N5,422,冷たい,冷たい,つめたい,tsumetai,kanji_kana,kata_sifat_i,kata sifat-i,sifat_keadaan,dingin,"cold (things, people)",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsumetai.mp3,冷たいです。,dingin.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,tsumetai desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0423,N5,423,強い,強い,つよい,tsuyoi,kanji_kana,kata_sifat_i,kata sifat-i,sifat_keadaan,kuat,"strong, powerful",Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tsuyoi.mp3,強いです。,kuat.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,tsuyoi desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0424,N5,424,手,手,て,te,kanji_kana,kata_benda,kata benda,tubuh_kesehatan,tangan,hand,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/te.mp3,テープを巻きます。,Saya merekatkan pita.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Teepu o makimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0425,N5,425,テープ,テープ,テープ,teepu,katakana,kata_benda,kata benda,rumah_benda,pita kaset,tape,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/teepu.mp3,テープがありません。,Tidak ada テープ.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,テープ ga arimasen.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0426,N5,426,テープレコーダー,テープレコーダー,テープレコーダー,teepurekoodaa,katakana,kata_benda,kata benda,rumah_benda,perekam pita kaset,tape recorder,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/teepurekoodaa.mp3,テープレコーダーを買いました。,Saya membeli テープレコーダー.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,テープレコーダー o kaimashita.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0427,N5,427,テーブル,テーブル,テーブル,teeburu,katakana,kata_benda,kata benda,rumah_benda,meja,table,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/teeburu.mp3,テーブルは高いです。,テーブル ini mahal.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,テーブル wa takai desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0428,N5,428,出かける,出かける,でかける,dekakeru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,pergi keluar,to go out; to depart,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/dekakeru.mp3,私は出かけることができます。,Saya bisa pergi keluar.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa dekakeru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0429,N5,429,手紙,手紙,てがみ,tegami,kanji_kana,kata_benda,kata benda,rumah_benda,surat,letter,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tegami.mp3,てがみは新しいです。,てがみ ini baru.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,てがみ wa atarashii desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0430,N5,430,できる,できる,できる,dekiru,hiragana,kata_kerja,kata kerja,aksi_kegiatan,"bisa, mampu",to be able to (to accomplish),JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/dekiru.mp3,私はできることができます。,Saya bisa be able to (accomplish).,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa dekiru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0431,N5,431,出口,出口,でぐち,deguchi,kanji_kana,kata_benda,kata benda,umum,pintu keluar,an exit,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/deguchi.mp3,でぐちが欲しいです。,Saya ingin でぐち.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,でぐち ga hoshii desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0432,N5,432,テスト,テスト,テスト,tesuto,katakana,kata_benda,kata benda,sekolah_media,"tes, ujian",test,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/tesuto.mp3,テストで勉強します。,Saya belajar dengan テスト.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,テスト de benkyou shimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0433,N5,433,では,では,では,deha,hiragana,konjungsi,kata sambung,fungsi_bahasa,kalau begitu,"then, well, so",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/deha.mp3,では、元気ですか。,"then, well, so, apakah kamu sehat?",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"deha, genki desu ka.",auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0434,N5,434,デパート,デパート,デパート,depaato,katakana,kata_benda,kata benda,tempat_bangunan,toko serba ada,(abbr.) department store,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/depaato.mp3,デパートに行きます。,Saya pergi ke デパート.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,デパート ni ikimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0435,N5,435,でも,でも,でも,demo,hiragana,konjungsi,kata sambung,fungsi_bahasa,tapi,"but, however",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/demo.mp3,でも、元気ですか。,"tapi, apakah kamu sehat?",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"demo, genki desu ka.",auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
